ID,Education,Income,Kidhome,Teenhome,Recency,NumWebVisitsMonth,Complain,Living_Status,Total_Promos_accep,Age,Total_Consumption,Total_Num_Purchases,Seniority
1726,Graduate,22585.0,0,0,23,9,0,Alone,1,44,81,5,22
4459,Graduate,30279.0,1,0,13,8,0,Alone,0,25,37,5,25
1729,Postgraduate,66426.0,0,1,14,6,0,Partner,0,53,1377,20,23
1517,Graduate,30822.0,1,0,92,7,0,Alone,0,45,51,5,19
2098,Postgraduate,33581.0,2,0,38,8,0,Partner,0,45,17,4,17
9543,Graduate,19986.0,1,0,74,7,0,Partner,0,29,22,4,14
6878,Graduate,27421.0,0,0,14,7,0,Alone,0,60,324,14,25
3310,Undergraduate,35688.0,2,1,94,8,0,Partner,0,41,211,16,29
2724,Postgraduate,36143.0,1,0,33,3,0,Alone,0,33,19,4,10
948,Graduate,10245.0,1,0,32,5,0,Alone,0,43,41,8,20
6720,Postgraduate,43795.0,0,1,11,7,0,Partner,1,46,492,17,15
6202,Graduate,63381.0,0,1,78,2,0,Partner,0,54,1005,26,32
2066,Graduate,38823.0,0,1,56,6,0,Partner,0,65,114,7,29
9799,Postgraduate,83664.0,1,1,57,5,0,Alone,0,46,1173,19,17
8318,Graduate,90300.0,0,0,7,1,0,Partner,1,35,1738,19,10
5642,Postgraduate,62499.0,1,0,0,4,0,Partner,0,35,222,12,16
2669,Graduate,74293.0,0,0,66,2,0,Alone,0,21,1127,16,9
455,Postgraduate,51012.0,0,0,86,6,0,Partner,0,68,209,10,21
7683,Postgraduate,70777.0,0,1,80,3,0,Partner,0,46,787,23,11
3428,Postgraduate,68682.0,0,0,56,2,0,Partner,0,23,1598,24,19
7414,Graduate,43824.0,1,1,18,8,0,Partner,0,43,186,12,28
6354,Graduate,15345.0,1,0,51,8,0,Partner,0,30,47,6,29
798,Graduate,23442.0,1,0,71,7,0,Alone,0,27,27,5,25
8213,Undergraduate,14515.0,1,0,71,7,0,Partner,0,34,96,11,28
2488,Undergraduate,31395.0,1,1,80,6,0,Alone,0,58,64,10,22
9999,Graduate,75276.0,0,0,2,5,0,Partner,0,49,1040,23,28
7617,Graduate,42373.0,1,1,83,5,0,Alone,0,40,163,13,17
615,Graduate,30507.0,0,0,29,7,0,Partner,0,54,343,11,14
2552,Postgraduate,55521.0,1,2,11,7,0,Alone,1,59,446,24,15
194,Graduate,48006.0,1,1,55,6,0,Partner,0,49,41,5,4
3645,Postgraduate,27213.0,1,0,19,8,0,Alone,0,42,70,9,29
8890,Postgraduate,65808.0,1,1,1,6,0,Alone,0,43,272,14,8
5049,Postgraduate,30351.0,1,0,19,9,0,Partner,0,40,46,6,19
9973,Graduate,50437.0,0,2,28,7,0,Partner,0,51,490,19,27
7301,Undergraduate,23616.0,1,0,76,8,0,Alone,0,32,79,8,26
10882,Graduate,53858.0,0,1,50,4,0,Partner,0,38,915,17,28
7030,Postgraduate,66465.0,0,1,1,6,0,Partner,1,59,1485,35,22
7422,Graduate,46923.0,1,0,90,7,0,Alone,0,27,369,16,29
3523,Graduate,75072.0,0,1,83,3,0,Partner,0,52,1073,19,24
7106,Postgraduate,75865.0,0,0,73,1,0,Partner,0,71,1242,19,10
6504,Undergraduate,19789.0,1,0,24,5,0,Partner,1,39,78,9,14
5067,Graduate,80134.0,0,0,11,5,0,Partner,4,20,1378,21,11
4216,Graduate,91065.0,0,0,33,3,0,Alone,2,33,1474,26,23
8581,Postgraduate,49505.0,1,1,4,8,0,Partner,0,43,751,29,20
5929,Postgraduate,37401.0,1,0,14,7,0,Partner,0,41,48,7,7
3129,Graduate,30096.0,1,0,30,6,0,Partner,0,31,45,6,8
6528,Postgraduate,18492.0,1,0,75,8,0,Partner,0,32,10,4,8
1361,Postgraduate,82584.0,0,0,26,1,0,Partner,2,40,1435,16,21
6932,Postgraduate,93027.0,0,0,77,2,0,Partner,1,73,2119,22,21
7284,Graduate,48686.0,1,2,8,8,0,Partner,0,61,20,4,21
1340,Graduate,92910.0,0,0,42,1,0,Partner,3,28,1795,27,9
8746,Graduate,75433.0,1,0,28,6,0,Partner,2,25,1188,19,8
5987,Undergraduate,10404.0,1,0,52,5,0,Partner,0,25,43,7,9
3767,Graduate,61314.0,0,1,1,3,0,Partner,0,46,1008,24,21
3725,Postgraduate,84865.0,0,0,1,4,0,Alone,4,53,1688,16,16
4324,Graduate,42387.0,1,0,42,8,0,Partner,0,25,684,21,27
238,Undergraduate,67309.0,1,1,76,7,0,Partner,0,47,1082,39,24
6694,Graduate,75236.0,0,1,27,4,0,Partner,0,50,1068,25,14
498,Graduate,30015.0,1,0,28,5,0,Alone,0,44,57,7,11
9347,Postgraduate,50943.0,0,1,49,5,0,Partner,0,58,46,5,19
9699,Graduate,67272.0,0,1,12,5,0,Alone,0,48,733,23,13
10664,Postgraduate,51529.0,0,1,14,8,0,Alone,0,65,467,17,18
5455,Postgraduate,32011.0,1,0,89,7,0,Partner,0,43,122,10,17
456,Undergraduate,7500.0,1,0,96,8,0,Partner,0,28,36,7,18
5012,Graduate,28691.0,1,0,56,8,0,Partner,0,25,34,5,21
7495,Postgraduate,56223.0,0,1,72,4,0,Partner,0,66,156,10,13
5029,Graduate,18100.0,0,0,14,5,0,Partner,0,68,14,4,19
10642,Graduate,30279.0,1,0,13,8,0,Alone,0,25,37,5,25
2106,Undergraduate,20130.0,0,0,99,8,0,Partner,0,40,34,5,10
10364,Graduate,23295.0,0,0,72,8,0,Alone,0,55,20,4,18
5954,Postgraduate,42618.0,1,0,92,8,0,Alone,0,42,192,11,16
1137,Graduate,81246.0,0,0,87,1,0,Alone,2,50,1379,17,13
2541,Graduate,24027.0,1,0,7,8,0,Partner,0,38,48,7,16
1142,Postgraduate,55707.0,0,1,91,3,0,Partner,0,61,428,16,13
2276,Graduate,57959.0,0,1,71,3,0,Alone,0,59,868,27,23
2807,Graduate,56796.0,0,1,24,7,0,Partner,0,45,1001,27,23
6471,Postgraduate,36230.0,1,0,17,5,0,Alone,0,43,59,7,15
6131,Undergraduate,70829.0,1,1,87,3,0,Partner,0,34,431,16,24
6233,Graduate,65991.0,0,1,21,7,0,Partner,0,38,971,27,30
4148,Graduate,38988.0,1,2,90,8,0,Partner,0,42,348,19,29
4947,Undergraduate,89572.0,0,0,44,4,0,Alone,2,48,2059,24,28
3225,Postgraduate,42207.0,1,0,71,6,0,Partner,1,30,265,14,24
7540,Graduate,50300.0,0,1,52,2,0,Partner,0,62,270,13,8
10648,Undergraduate,66664.0,0,0,78,3,0,Partner,0,32,1289,19,28
1992,Graduate,60597.0,0,1,2,7,0,Partner,1,50,893,16,12
7851,Graduate,70165.0,0,0,60,1,0,Alone,0,65,926,22,16
8594,Postgraduate,50520.0,0,1,25,6,0,Alone,0,56,135,9,12
7059,Graduate,80124.0,0,0,47,1,0,Partner,1,51,1495,19,7
2815,Graduate,33183.0,1,0,46,7,0,Partner,0,39,120,9,11
2416,Postgraduate,66582.0,0,0,83,1,0,Alone,0,45,1288,20,10
7999,Postgraduate,75261.0,0,0,17,2,0,Partner,2,59,1743,17,21
9213,Graduate,31880.0,1,0,13,8,0,Alone,0,44,15,4,27
9697,Graduate,53790.0,0,2,86,6,0,Partner,0,63,542,20,7
3916,Postgraduate,49269.0,1,0,92,7,0,Partner,0,43,890,25,29
2021,Graduate,61456.0,0,1,47,4,0,Partner,0,39,1388,33,22
1581,Graduate,37406.0,1,0,18,8,0,Partner,0,34,17,4,15
564,Postgraduate,56937.0,1,0,81,6,0,Partner,1,33,906,30,33
6619,Graduate,38415.0,1,1,91,7,0,Partner,0,36,44,6,23
9081,Graduate,20518.0,1,0,58,5,0,Alone,0,26,25,5,8
178,Graduate,62503.0,0,1,40,5,0,Partner,0,58,973,26,23
916,Postgraduate,41644.0,1,1,67,3,0,Alone,0,42,31,6,4
5512,Postgraduate,55842.0,0,1,19,5,0,Partner,0,37,518,17,8
8970,Postgraduate,62010.0,0,1,93,5,0,Partner,0,42,530,19,27
10581,Graduate,41124.0,1,0,41,8,0,Partner,0,37,506,21,27
5300,Postgraduate,38961.0,1,0,60,7,0,Partner,0,41,70,6,13
5154,Postgraduate,37760.0,1,0,54,6,0,Alone,0,42,54,6,14
8346,Graduate,32233.0,1,0,26,9,0,Alone,1,40,296,12,29
1676,Graduate,43057.0,0,1,30,5,0,Partner,0,39,266,15,15
9286,Postgraduate,83151.0,0,0,93,3,0,Partner,0,54,747,19,27
2426,Postgraduate,78825.0,0,0,35,3,0,Alone,0,50,895,29,28
5172,Postgraduate,65104.0,0,1,4,7,0,Partner,0,38,1053,17,14
5562,Graduate,60093.0,0,1,92,6,0,Partner,0,40,735,21,19
3436,Graduate,14045.0,1,0,24,7,0,Partner,0,45,20,5,12
3921,Undergraduate,28457.0,0,0,96,8,0,Alone,0,62,205,10,27
3403,Postgraduate,78952.0,0,1,11,6,0,Partner,0,56,2092,21,28
22,Graduate,46310.0,1,0,99,8,0,Alone,0,38,309,14,34
10965,Graduate,76005.0,0,0,72,6,0,Partner,1,59,1722,22,23
9426,Postgraduate,58308.0,0,1,77,8,0,Alone,0,50,900,15,13
6605,Postgraduate,55614.0,0,0,85,7,0,Alone,1,70,682,20,14
3136,Postgraduate,59432.0,0,1,88,5,0,Alone,0,52,663,22,21
8737,Graduate,55563.0,0,1,22,3,0,Alone,0,36,43,6,8
11088,Postgraduate,78642.0,0,1,83,6,0,Partner,0,43,1816,18,21
716,Postgraduate,67911.0,0,1,63,3,0,Partner,0,65,976,27,8
466,Graduate,65275.0,0,0,9,2,0,Partner,0,70,746,21,22
9135,Graduate,27203.0,1,1,92,8,0,Partner,0,64,64,6,31
10623,Postgraduate,48330.0,0,1,2,5,0,Partner,0,53,32,5,14
8151,Undergraduate,24279.0,0,0,6,8,0,Partner,0,24,263,9,25
5140,Postgraduate,64355.0,1,0,66,8,0,Partner,0,29,1445,21,29
10160,Postgraduate,50943.0,0,1,49,5,0,Partner,0,58,46,5,19
4945,Graduate,53653.0,0,0,29,6,0,Alone,0,61,1210,28,30
10584,Graduate,65665.0,0,1,77,3,0,Partner,0,38,945,24,23
6071,Graduate,81217.0,0,0,77,1,0,Alone,0,25,1157,22,18
3386,Graduate,34935.0,0,0,71,7,0,Partner,0,22,137,8,19
8939,Graduate,61250.0,0,1,49,5,0,Alone,0,55,730,25,25
9925,Postgraduate,39665.0,1,0,97,7,0,Partner,1,33,216,12,20
4320,Graduate,60152.0,0,1,6,3,0,Alone,0,35,943,23,22
5389,Graduate,48920.0,0,2,93,7,0,Partner,1,50,347,16,15
6036,Postgraduate,89120.0,0,0,78,1,0,Partner,1,55,1924,19,10
182,Postgraduate,44124.0,0,1,62,8,0,Partner,0,68,397,17,14
203,Postgraduate,81169.0,0,0,47,2,0,Alone,0,39,2089,22,21
11025,Graduate,36443.0,1,1,9,8,0,Partner,0,53,138,11,22
10203,Graduate,26095.0,1,0,77,7,0,Alone,0,24,42,5,19
4607,Graduate,71367.0,0,0,24,2,0,Partner,0,55,777,17,17
3711,Postgraduate,80184.0,0,0,19,3,0,Partner,2,70,1902,20,12
3696,Graduate,30630.0,1,1,67,7,0,Alone,0,49,52,7,12
2532,Postgraduate,73454.0,0,0,95,5,0,Alone,1,27,1651,13,12
9214,Graduate,42691.0,0,0,48,5,0,Partner,0,23,358,13,17
4943,Graduate,70503.0,0,0,73,6,0,Partner,2,61,1727,16,28
35,Graduate,25545.0,1,0,35,6,0,Partner,0,27,210,10,29
2258,Graduate,32880.0,1,0,76,8,0,Partner,0,28,42,5,33
4322,Postgraduate,77863.0,0,0,20,2,0,Partner,0,56,1291,20,14
713,Postgraduate,50353.0,0,0,72,3,0,Partner,0,37,442,15,5
4702,Graduate,61839.0,0,0,20,8,0,Alone,0,50,1895,17,25
3281,Postgraduate,49154.0,1,1,69,6,0,Partner,0,54,411,19,22
702,Undergraduate,47682.0,0,1,80,5,0,Alone,0,39,521,19,23
2004,Graduate,72679.0,0,1,65,1,0,Alone,0,45,1168,17,16
4769,Postgraduate,57954.0,1,1,52,7,0,Partner,1,37,493,23,7
4437,Graduate,65316.0,1,1,65,4,0,Partner,0,52,260,12,21
8724,Graduate,28567.0,1,0,57,6,0,Alone,0,32,46,7,19
10741,Postgraduate,47352.0,0,1,70,7,0,Partner,0,63,319,16,14
1991,Graduate,44931.0,0,1,0,5,0,Partner,0,47,96,7,12
6931,Graduate,76982.0,0,0,19,4,0,Alone,1,47,1062,16,11
11096,Undergraduate,57247.0,0,1,50,2,0,Partner,0,62,232,12,17
304,Postgraduate,22944.0,1,0,67,7,0,Alone,0,33,76,9,13
3665,Undergraduate,25315.0,1,0,46,8,0,Partner,0,37,54,9,18
10591,Graduate,43638.0,0,1,37,7,0,Alone,0,45,201,11,31
5036,Postgraduate,42710.0,1,0,38,6,0,Alone,0,30,406,14,26
5547,Postgraduate,84169.0,0,0,9,3,0,Partner,2,32,1919,20,18
7822,Graduate,54058.0,0,1,56,3,0,Partner,0,38,662,20,21
8541,Undergraduate,24683.0,1,0,98,5,0,Partner,0,24,41,8,5
10955,Graduate,85620.0,0,0,68,1,0,Alone,0,50,1600,14,6
4368,Graduate,47850.0,1,0,72,6,0,Partner,0,34,134,8,22
9671,Graduate,19514.0,1,1,47,8,0,Partner,1,46,69,10,12
2256,Postgraduate,27159.0,1,1,33,6,0,Partner,0,41,21,6,10
4279,Undergraduate,39548.0,1,1,87,3,0,Alone,0,51,54,7,10
5371,Graduate,21474.0,1,0,0,7,0,Alone,1,25,91,8,5
9240,Postgraduate,60504.0,0,1,73,6,0,Alone,0,43,526,18,6
9460,Graduate,22419.0,0,0,74,8,0,Partner,0,51,162,8,21
9504,Postgraduate,81698.0,0,0,4,1,0,Partner,0,65,1008,25,19
8692,Graduate,43462.0,1,1,50,8,0,Partner,0,62,240,16,25
448,Postgraduate,54880.0,1,0,57,5,0,Alone,0,36,795,21,24
8314,Graduate,79908.0,0,0,30,2,0,Partner,1,32,1772,19,20
8420,Undergraduate,15315.0,0,0,27,5,0,Partner,0,44,64,8,22
3174,Graduate,87771.0,0,1,61,6,0,Partner,4,55,1957,20,20
7685,Graduate,33039.0,1,0,4,5,0,Partner,0,36,78,7,16
3179,Graduate,81741.0,0,0,75,2,0,Alone,0,34,1572,19,19
9780,Postgraduate,71499.0,0,1,12,4,0,Partner,0,43,795,26,19
10681,Undergraduate,62466.0,0,1,13,4,0,Partner,0,44,889,26,12
10232,Postgraduate,48799.0,0,1,9,3,0,Alone,0,51,331,15,20
4184,Postgraduate,52157.0,0,1,48,4,0,Partner,0,64,265,12,6
9120,Graduate,66565.0,0,1,80,8,0,Alone,0,52,1065,19,32
891,Postgraduate,29298.0,1,1,60,5,0,Partner,0,63,11,4,18
10381,Graduate,47691.0,0,1,43,6,0,Alone,0,35,21,4,20
3525,Graduate,38200.0,1,1,19,7,0,Partner,0,44,17,4,30
6818,Graduate,44989.0,0,1,26,6,0,Partner,0,40,369,16,25
3526,Postgraduate,38443.0,1,1,58,7,0,Partner,0,46,38,6,12
8181,Undergraduate,38593.0,1,0,42,8,0,Alone,0,36,177,11,16
1029,Postgraduate,64413.0,0,1,27,5,0,Partner,0,44,279,12,24
7369,Postgraduate,36959.0,1,0,56,8,0,Partner,0,33,62,7,23
2574,Postgraduate,61996.0,0,1,27,5,0,Partner,3,37,1230,21,24
8159,Graduate,51287.0,1,1,10,7,0,Partner,0,46,182,11,12
1160,Graduate,13260.0,1,1,48,8,0,Partner,0,44,49,10,17
10242,Postgraduate,47472.0,1,1,39,5,0,Partner,0,48,75,8,16
5253,Postgraduate,54603.0,1,1,85,7,0,Partner,0,58,227,16,16
5966,Postgraduate,45207.0,1,1,64,6,0,Partner,1,40,215,15,27
5314,Graduate,40689.0,0,1,69,8,0,Partner,0,63,444,20,22
5081,Undergraduate,47821.0,1,1,54,8,0,Partner,0,47,47,5,15
5123,Postgraduate,27450.0,0,0,57,7,0,Partner,0,63,143,7,21
5756,Graduate,39453.0,1,0,64,6,0,Partner,0,31,55,7,10
8036,Undergraduate,26850.0,1,1,10,4,0,Partner,0,43,63,11,9
9058,Graduate,79800.0,0,0,65,3,0,Alone,3,59,1867,22,28
5057,Postgraduate,61794.0,0,1,74,2,0,Partner,0,53,611,20,16
254,Graduate,53863.0,0,1,4,7,0,Partner,1,59,473,18,8
4179,Graduate,24221.0,0,0,94,4,0,Partner,0,55,55,6,17
3710,Postgraduate,39684.0,1,0,41,7,1,Alone,0,30,81,7,25
7627,Postgraduate,92163.0,0,0,25,2,0,Partner,2,39,2086,21,25
4501,Postgraduate,69882.0,0,0,94,1,0,Alone,0,49,1478,20,15
6424,Graduate,33178.0,1,0,9,4,0,Partner,0,37,49,5,12
3075,Postgraduate,59973.0,0,0,47,1,0,Partner,0,42,382,15,14
4992,Postgraduate,17459.0,1,0,12,7,0,Partner,0,39,69,9,16
5252,Graduate,23910.0,1,0,80,7,0,Alone,0,45,67,6,27
7444,Postgraduate,42169.0,1,1,20,8,0,Partner,0,45,30,6,15
6919,Undergraduate,26224.0,1,0,39,6,0,Partner,0,36,63,9,21
3537,Graduate,31089.0,1,0,57,8,0,Partner,0,33,79,10,29
10277,Graduate,30081.0,0,1,27,7,0,Alone,0,53,42,5,23
2453,Graduate,62807.0,0,1,83,5,0,Partner,0,54,819,23,29
7972,Graduate,72906.0,0,0,79,1,0,Alone,0,59,1151,17,16
895,Postgraduate,61467.0,0,2,69,5,0,Partner,0,66,594,20,28
1177,Postgraduate,49618.0,1,1,77,7,0,Partner,0,48,129,11,24
7141,Postgraduate,21888.0,1,0,15,10,0,Alone,0,28,213,12,25
7232,Graduate,42429.0,0,1,99,5,0,Alone,0,41,67,7,2
8477,Graduate,26150.0,2,1,61,7,0,Alone,0,58,28,5,14
2457,Undergraduate,30801.0,0,1,23,7,0,Partner,0,39,45,6,27
988,Graduate,81168.0,0,0,84,3,0,Partner,1,49,1193,18,6
7930,Postgraduate,26877.0,0,0,74,6,0,Alone,0,45,268,12,17
4587,Postgraduate,45006.0,0,0,90,3,0,Alone,0,70,266,12,18
6682,Undergraduate,18978.0,1,0,41,8,0,Partner,0,41,37,5,26
6222,Graduate,22574.0,2,1,28,7,0,Partner,0,47,37,7,15
10299,Postgraduate,48240.0,0,0,73,5,0,Alone,0,45,882,25,28
3083,Graduate,45837.0,1,1,88,7,0,Partner,0,40,373,18,18
8953,Postgraduate,35791.0,2,1,94,8,0,Alone,0,49,35,6,19
8650,Graduate,54162.0,1,1,31,4,0,Alone,0,36,42,5,22
10862,Postgraduate,30522.0,0,1,6,2,0,Partner,0,54,326,17,29
2782,Postgraduate,54456.0,0,1,23,6,0,Partner,0,53,404,17,14
6941,Graduate,31632.0,0,0,92,7,0,Alone,0,43,95,6,18
10972,Graduate,72298.0,0,0,52,1,0,Alone,2,65,939,14,3
10708,Undergraduate,36975.0,1,0,50,7,0,Alone,0,36,33,5,13
6583,Undergraduate,72635.0,0,0,54,3,0,Partner,1,59,981,21,22
3641,Graduate,13624.0,1,0,93,6,0,Partner,0,38,36,7,24
10156,Graduate,84196.0,0,1,56,3,0,Alone,0,39,1237,20,22
4299,Graduate,70971.0,0,1,28,7,0,Partner,0,54,1825,34,28
3469,Postgraduate,34487.0,1,1,94,9,0,Alone,0,37,103,9,31
5063,Graduate,28769.0,1,0,76,9,0,Alone,0,37,191,12,25
10727,Postgraduate,69084.0,1,0,43,8,0,Partner,0,44,1586,25,14
9624,Postgraduate,65488.0,0,0,46,1,0,Partner,0,56,963,14,7
5156,Undergraduate,62466.0,0,1,13,4,0,Partner,0,44,889,26,12
4376,Undergraduate,32218.0,0,0,27,7,0,Alone,1,54,93,7,11
8923,Graduate,83917.0,0,0,12,3,0,Alone,0,41,1587,21,21
8461,Graduate,46102.0,2,1,3,7,0,Alone,0,52,16,4,3
6945,Graduate,84574.0,0,0,72,5,0,Alone,0,62,1375,32,21
944,Graduate,56181.0,0,1,6,4,0,Partner,0,52,393,14,17
1907,Postgraduate,63120.0,0,1,53,7,0,Alone,0,64,1477,26,28
701,Graduate,73691.0,0,1,58,2,0,Partner,1,43,1179,18,19
3856,Graduate,63381.0,0,1,78,2,0,Partner,0,54,1005,26,32
4149,Postgraduate,76140.0,0,0,57,2,0,Partner,0,66,1348,21,8
2131,Postgraduate,62859.0,0,1,37,6,0,Alone,0,55,1307,23,25
2942,Graduate,45906.0,0,1,20,5,0,Alone,1,50,486,15,18
1173,Postgraduate,77632.0,0,0,73,2,0,Partner,2,67,2252,13,15
4381,Postgraduate,46463.0,1,1,56,6,0,Partner,0,43,235,17,17
4611,Graduate,105471.0,0,0,36,3,0,Partner,2,44,1724,30,24
3376,Postgraduate,55282.0,1,0,9,4,0,Alone,0,44,235,11,13
4679,Postgraduate,78710.0,0,1,42,4,0,Partner,0,37,1092,28,8
10928,Graduate,66886.0,0,1,28,5,0,Partner,0,56,599,17,16
4248,Postgraduate,98777.0,0,0,23,1,0,Alone,1,54,2008,19,11
6728,Graduate,29103.0,1,0,38,9,0,Partner,0,29,48,6,29
6661,Graduate,67445.0,0,1,63,6,0,Partner,0,40,1174,32,25
4725,Postgraduate,50616.0,0,1,71,2,0,Partner,0,64,67,7,9
3277,Graduate,49431.0,0,1,9,8,0,Alone,0,59,365,15,34
2564,Graduate,61278.0,0,1,87,6,0,Partner,0,61,165,10,9
946,Undergraduate,26490.0,0,0,92,6,0,Partner,0,56,210,11,28
3867,Postgraduate,73059.0,0,1,36,4,0,Partner,0,67,1095,26,17
6940,Postgraduate,46734.0,1,2,86,6,0,Alone,1,48,223,12,15
55,Graduate,56253.0,0,1,83,6,0,Partner,0,51,597,22,30
7093,Graduate,19986.0,1,0,74,7,0,Partner,0,29,22,4,14
5084,Graduate,58330.0,0,1,87,4,0,Alone,0,39,1064,24,13
1777,Undergraduate,25965.0,0,0,29,8,0,Partner,0,34,74,6,30
8162,Postgraduate,14661.0,0,0,88,6,0,Partner,0,58,26,5,24
10826,Graduate,18690.0,0,0,77,8,0,Partner,0,55,60,5,25
8754,Postgraduate,45068.0,0,1,25,7,0,Partner,0,40,20,4,20
1987,Undergraduate,21063.0,1,0,34,6,0,Alone,0,27,59,7,16
11007,Postgraduate,29187.0,1,0,43,8,0,Partner,0,46,34,5,16
7426,Undergraduate,54690.0,1,1,76,3,0,Partner,0,43,198,12,18
9153,Postgraduate,59304.0,0,1,81,5,0,Partner,0,50,1048,28,18
10379,Postgraduate,59247.0,0,2,87,6,0,Alone,0,52,574,21,17
9204,Graduate,66731.0,0,1,33,3,0,Alone,0,44,1029,17,25
3197,Graduate,77353.0,0,1,38,4,0,Partner,0,34,670,20,13
2920,Postgraduate,52614.0,0,1,63,8,0,Alone,0,39,990,16,36
6961,Graduate,26751.0,2,0,26,8,0,Partner,0,40,11,4,8
4673,Postgraduate,81300.0,0,1,17,5,0,Partner,1,51,1241,21,27
9937,Graduate,70337.0,0,0,75,1,0,Alone,0,35,576,17,11
8779,Undergraduate,36145.0,1,0,13,9,0,Partner,1,29,172,12,19
9596,Postgraduate,65295.0,0,0,19,2,0,Alone,0,34,664,20,13
2891,Graduate,68118.0,0,1,51,6,0,Alone,0,51,928,23,15
4910,Graduate,68743.0,0,0,81,7,0,Alone,0,47,2074,30,29
75,Undergraduate,41039.0,0,0,32,8,0,Partner,0,32,467,15,18
10120,Graduate,38946.0,0,1,84,5,0,Partner,0,59,257,12,15
6327,Graduate,65777.0,0,0,87,1,0,Partner,0,47,1146,17,13
10142,Postgraduate,66476.0,0,1,99,4,0,Alone,0,38,689,20,18
9826,Postgraduate,86857.0,0,0,96,2,0,Alone,0,42,2114,22,25
10767,Postgraduate,77845.0,0,0,40,1,0,Partner,2,25,1346,21,8
7279,Postgraduate,69476.0,0,0,3,2,0,Partner,0,45,1044,15,16
7230,Postgraduate,50611.0,0,1,98,6,0,Alone,1,54,493,22,33
143,Graduate,61209.0,0,0,73,2,0,Alone,0,44,957,13,17
450,Postgraduate,42315.0,0,1,90,3,0,Partner,0,56,270,12,13
9316,Undergraduate,13084.0,0,0,29,6,0,Partner,0,62,29,5,23
6379,Postgraduate,47570.0,1,1,3,7,0,Alone,0,65,121,9,20
9239,Postgraduate,61923.0,0,2,94,3,0,Partner,0,53,126,8,18
8315,Graduate,34824.0,0,0,65,6,0,Alone,0,19,23,4,10
2868,Postgraduate,26518.0,1,1,33,8,0,Alone,0,65,57,8,17
10888,Graduate,45938.0,0,0,46,6,0,Alone,0,53,636,20,22
1277,Graduate,78468.0,0,0,29,4,0,Partner,1,54,1004,28,4
9977,Graduate,78901.0,0,1,99,4,0,Alone,0,41,734,20,16
10196,Graduate,71427.0,2,0,26,4,0,Partner,0,36,614,20,1
6384,Graduate,71022.0,0,1,30,8,0,Alone,1,36,1453,21,2
8029,Postgraduate,90247.0,0,0,27,1,0,Alone,3,26,1621,15,9
968,Postgraduate,41335.0,1,0,24,7,0,Alone,0,46,187,12,13
6988,Graduate,71952.0,1,0,93,4,0,Partner,2,28,1443,22,15
4472,Postgraduate,35682.0,1,0,34,2,0,Alone,0,44,57,6,7
6991,Graduate,43185.0,0,1,88,8,0,Alone,0,63,637,20,15
3336,Postgraduate,66375.0,0,1,96,7,0,Partner,1,66,948,14,14
4301,Postgraduate,35178.0,1,0,10,7,0,Partner,1,43,59,5,15
1940,Graduate,25252.0,1,0,26,8,0,Partner,0,28,18,4,13
1272,Postgraduate,55250.0,0,1,49,5,0,Alone,0,49,903,26,27
1388,Graduate,33249.0,1,0,11,6,0,Alone,0,39,112,8,23
1044,Graduate,58398.0,0,0,44,4,0,Partner,0,61,596,20,20
6969,Graduate,50272.0,1,0,75,7,0,Partner,0,32,233,13,18
10479,Postgraduate,76618.0,0,0,64,1,0,Partner,0,39,1511,11,30
3619,Undergraduate,87305.0,0,0,19,2,0,Alone,1,54,1152,17,28
1715,Graduate,25851.0,1,0,45,7,0,Partner,0,36,48,7,14
10159,Graduate,58710.0,0,1,77,6,0,Alone,0,44,1185,31,22
1463,Graduate,45160.0,1,1,9,7,0,Alone,0,56,21,4,10
5114,Postgraduate,74806.0,0,1,1,4,0,Partner,0,49,965,16,25
4990,Graduate,59111.0,0,0,90,7,0,Partner,0,60,869,21,23
4329,Postgraduate,18988.0,1,0,43,7,0,Partner,0,30,16,6,8
10936,Graduate,72190.0,0,0,79,3,0,Partner,0,49,1947,16,23
4692,Graduate,7500.0,1,0,19,9,0,Partner,1,38,71,12,36
7212,Graduate,44794.0,0,1,99,6,0,Partner,0,48,65,6,5
6086,Graduate,80395.0,0,0,62,2,0,Partner,1,59,1380,24,14
437,Postgraduate,75012.0,0,0,41,1,0,Alone,0,38,1027,23,12
11171,Postgraduate,56962.0,2,1,60,7,0,Partner,0,49,411,21,14
11101,Graduate,89891.0,0,0,17,4,0,Partner,1,23,836,26,21
5329,Postgraduate,35946.0,1,1,24,5,0,Alone,0,65,11,4,16
610,Postgraduate,53593.0,1,1,60,8,0,Partner,0,61,480,23,30
9384,Graduate,66373.0,1,1,57,3,0,Partner,0,36,606,23,13
5956,Postgraduate,45072.0,1,2,74,8,0,Alone,0,66,284,16,15
10430,Graduate,89694.0,1,1,22,5,0,Alone,3,41,1472,14,16
7875,Graduate,72025.0,0,0,46,2,0,Partner,3,65,1677,26,9
7072,Graduate,67432.0,0,1,69,4,0,Partner,0,41,1335,19,22
6255,Postgraduate,70545.0,0,1,29,2,0,Partner,0,62,334,13,10
6516,Undergraduate,17487.0,1,0,37,7,0,Partner,0,25,18,4,22
5564,Graduate,62882.0,0,1,26,4,0,Partner,0,45,1338,20,28
5682,Postgraduate,64108.0,0,1,8,5,0,Alone,0,61,1099,30,22
7458,Postgraduate,34941.0,1,1,26,8,0,Partner,0,58,97,8,19
5237,Postgraduate,48767.0,1,2,79,5,0,Alone,0,64,63,9,12
